epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,14527.1,1.29684,0.93011,1.09945,0.54809,0.42352,0.44613,0.2766,1.3219,0.99566,1.08337,0.01084,0.01084,0.01084
164,14605.1,1.29842,0.92813,1.09671,0.55147,0.42151,0.44635,0.27682,1.32186,0.99527,1.08337,0.01066,0.01066,0.01066
165,14687.1,1.29821,0.92816,1.09679,0.55243,0.42212,0.44633,0.27674,1.32185,0.9947,1.08335,0.01048,0.01048,0.01048
166,14767.3,1.28988,0.92224,1.09774,0.55293,0.42251,0.44673,0.27713,1.32203,0.99469,1.08338,0.0103,0.0103,0.0103
167,14845.5,1.28827,0.92456,1.08036,0.54881,0.42449,0.4467,0.27709,1.32165,0.99426,1.08327,0.01012,0.01012,0.01012
168,14925.5,1.30409,0.93417,1.10196,0.54712,0.42447,0.44669,0.27736,1.32175,0.99415,1.08323,0.00994,0.00994,0.00994
169,15004.4,1.29289,0.91769,1.08928,0.54306,0.42739,0.44693,0.27722,1.32152,0.99402,1.0831,0.00976,0.00976,0.00976
170,15083.4,1.27063,0.91225,1.09331,0.5436,0.42696,0.44697,0.27731,1.32177,0.99331,1.08316,0.00958,0.00958,0.00958
171,15165.9,1.27446,0.89881,1.08186,0.54479,0.42692,0.44732,0.27769,1.32175,0.9937,1.0832,0.0094,0.0094,0.0094
172,15247.8,1.28078,0.91227,1.09691,0.5442,0.42777,0.44777,0.27773,1.32175,0.99343,1.08307,0.00922,0.00922,0.00922
173,15325.6,1.29129,0.91358,1.08467,0.54418,0.4281,0.4479,0.27782,1.32192,0.99318,1.0831,0.00904,0.00904,0.00904
174,15404.1,1.27066,0.88963,1.07692,0.5462,0.42662,0.44791,0.27772,1.32192,0.99305,1.08305,0.00886,0.00886,0.00886
175,15485,1.26485,0.89598,1.09129,0.54854,0.42583,0.44809,0.27767,1.32185,0.99282,1.08309,0.00868,0.00868,0.00868
176,15563.4,1.28182,0.90613,1.08691,0.55113,0.42532,0.44806,0.27762,1.32202,0.99252,1.08305,0.0085,0.0085,0.0085
177,15641.1,1.27689,0.89804,1.08164,0.54604,0.42745,0.44783,0.27781,1.32176,0.99203,1.08285,0.00832,0.00832,0.00832
178,15722.6,1.26965,0.90011,1.08459,0.54795,0.42701,0.44801,0.27778,1.32187,0.99223,1.08294,0.00814,0.00814,0.00814
179,15805.1,1.29184,0.91065,1.0969,0.54642,0.42771,0.44823,0.27798,1.32178,0.9919,1.08279,0.00796,0.00796,0.00796
180,15956.3,1.27159,0.8946,1.08982,0.54587,0.42843,0.44846,0.27808,1.32153,0.99133,1.08277,0.00778,0.00778,0.00778
181,16033.5,1.263,0.8926,1.0801,0.54867,0.42769,0.44872,0.27817,1.32152,0.99124,1.08274,0.0076,0.0076,0.0076
182,16113.1,1.26421,0.89068,1.07921,0.54688,0.42785,0.44882,0.27849,1.32166,0.99103,1.08279,0.00742,0.00742,0.00742
183,16192.9,1.27135,0.88541,1.07433,0.54545,0.42856,0.44862,0.27846,1.32132,0.9908,1.08267,0.00724,0.00724,0.00724
184,16272,1.27886,0.89905,1.08591,0.54658,0.42825,0.44867,0.27858,1.32143,0.99073,1.08283,0.00706,0.00706,0.00706
185,16353.2,1.27274,0.88823,1.08427,0.54527,0.42845,0.44906,0.27871,1.3216,0.99042,1.08275,0.00688,0.00688,0.00688
